ApsimVersion = 7.10 r4215
Title = T5_f2uA Sim
          Treat      FertLevel     UrineLevel           Date           year          month simulation_days           rain     Irrigation      CumPrecip       SWdep(1)       SWdep(2)       SWdep(3)       SWdep(4)       SWdep(5)      Satdep(1)      Satdep(2)      Satdep(3)      Satdep(4)      Satdep(5)      Duldep(1)      Duldep(2)      Duldep(3)      Duldep(4)      Duldep(5)     ll15dep(1)     ll15dep(2)     ll15dep(3)     ll15dep(4)     ll15dep(5)       CumDrain         dul(1)         dul(2)         dul(3)         dul(4)         dul(5)        ll15(1)        ll15(2)        ll15(3)        ll15(4)        ll15(5)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)        Herbage           Live           Dead       RyeGrass         Clover   cumHarvestWt      HarvestWt    cumHarvestN       HarvestN        urea(1)        urea(2)        urea(3)        urea(4)        urea(5)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)     leach_urea      leach_nh4      leach_no3   cumleach_no3   cumleach_nh4      tot_denit      n2o_denit       cum_dnit    cum_n2o_atm      SoilpH(1)       min_n(1)       min_n(2)       min_n(3)       min_n(4)       min_n(5)       org_n(1)       org_n(2)       org_n(3)       org_n(4)       org_n(5)      biom_n(1)      biom_n(2)      biom_n(3)      biom_n(4)      biom_n(5)       fom_n(1)       fom_n(2)       fom_n(3)       fom_n(4)       fom_n(5)       hum_n(1)       hum_n(2)       hum_n(3)       hum_n(4)       hum_n(5)  dlt_biom_n(1)  dlt_biom_n(2)  dlt_biom_n(3)  dlt_biom_n(4)  dlt_biom_n(5)   dlt_fom_n(1)   dlt_fom_n(2)   dlt_fom_n(3)   dlt_fom_n(4)   dlt_fom_n(5)   dlt_hum_n(1)   dlt_hum_n(2)   dlt_hum_n(3)   dlt_hum_n(4)   dlt_hum_n(5)   dlt_org_n(1)   dlt_org_n(2)   dlt_org_n(3)   dlt_org_n(4)   dlt_org_n(5)   dlt_min_n(1)   dlt_min_n(2)   dlt_min_n(3)   dlt_min_n(4)   dlt_min_n(5)          Volat        urea(1)        urea(2)        urea(3)        urea(4)        urea(5)        urea(6)        urea(7)        urea(8)        urea(9)       urea(10)       urea(11)       urea(12)       urea(13)       urea(14)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)        nh4(11)        nh4(12)        nh4(13)        nh4(14)         AllN2O       DenitN2O      NitrifN2O AllN2OByLayer(1) AllN2OByLayer(2) AllN2OByLayer(3) AllN2OByLayer(4) AllN2OByLayer(5) AllN2OByLayer(6) AllN2OByLayer(7) AllN2OByLayer(8) AllN2OByLayer(9) AllN2OByLayer(10) AllN2OByLayer(11) AllN2OByLayer(12) AllN2OByLayer(13) AllN2OByLayer(14)  carbon_tot(1)  carbon_tot(2)  carbon_tot(3)  carbon_tot(4)  carbon_tot(5)  carbon_tot(6)  carbon_tot(7)  carbon_tot(8)  carbon_tot(9) carbon_tot(10) carbon_tot(11) carbon_tot(12) carbon_tot(13) carbon_tot(14)       fom_c(1)       fom_c(2)       fom_c(3)       fom_c(4)       fom_c(5)       fom_c(6)       fom_c(7)       fom_c(8)       fom_c(9)      fom_c(10)      fom_c(11)      fom_c(12)      fom_c(13)      fom_c(14)       hum_c(1)       hum_c(2)       hum_c(3)       hum_c(4)       hum_c(5)       hum_c(6)       hum_c(7)       hum_c(8)       hum_c(9)      hum_c(10)      hum_c(11)      hum_c(12)      hum_c(13)      hum_c(14)      biom_c(1)      biom_c(2)      biom_c(3)      biom_c(4)      biom_c(5)      biom_c(6)      biom_c(7)      biom_c(8)      biom_c(9)     biom_c(10)     biom_c(11)     biom_c(12)     biom_c(13)     biom_c(14)
             ()             ()             ()   (dd/mm/yyyy)         (year)        (month)              ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (kgDM/ha)      (kgDM/ha)      (kgDM/ha)             ()             ()           (mm)             ()           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)       (kgN/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
              5              2         autumn     21/02/2011           2011              2              68          0.000         10.000         10.000         10.559         37.553         41.810        221.603        311.526         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.5            0.4            0.4            0.4       4336.203       3172.168       1164.036              ?              ?          0.000              ?          0.000              ?            0.9            1.9            0.1            0.0            3.0            1.7            3.4            0.2            0.0            5.4            0.4            0.8            0.1            0.0            1.2            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          5.700            3.0            6.1            0.4            0.1            9.5         1151.5         3782.6         3210.8         6727.3        14872.3           51.0          120.1           25.3           16.6          213.0            1.3            4.3            2.4            1.3            9.2         1099.2         3658.3         3183.1         6709.4        14650.1           -4.2           -3.8           -0.8            0.1           -8.7            0.8            3.6            2.0            0.8            7.2           -0.4           -1.8           -3.2           -3.3           -8.6           -3.8           -2.0           -1.9           -2.4          -10.0            1.8            2.9           -1.4           -7.7           -4.5          0.000            0.5            0.9            1.0            0.5            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.9            1.6            1.8            0.8            0.2            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7105.2        14198.4        21290.4        18487.2        23000.2        17096.5        13293.8        13284.6        15407.3        14107.3         7052.7         6970.4         6970.3         6970.3           30.6           51.7           72.9           88.7           66.2           38.6           23.1           15.3           13.0            3.0            0.6            0.5            0.5            0.5         6870.2        13740.0        20609.6        18249.3        22803.8        16985.5        13225.7        13225.4        15374.5        14089.9         7044.9         6969.0         6969.0         6969.0          204.5          406.7          607.9          149.2          130.2           72.4           45.0           43.9           19.8           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     22/02/2011           2011              2              69          2.100          0.000         12.100         10.180         37.007         42.015        220.397        309.599         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.5            0.4            0.4            0.4       4339.469       3180.859       1158.610              ?              ?          0.000              ?          0.000              ?            0.2            0.5            0.0            0.0            0.8            1.1            3.3            0.2            0.0            4.7            0.5            1.4            0.1            0.0            2.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.498            1.8            5.2            0.4            0.1            7.4         1152.0         3784.9         3210.8         6727.3        14875.1           51.5          122.3           25.4           16.6          215.8            1.3            4.2            2.4            1.3            9.1         1099.2         3658.5         3183.1         6709.3        14650.2            0.5            2.2            0.1            0.0            2.9           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.1            0.5            2.3            0.0           -0.0            2.8           -1.2           -0.9            0.1            0.0           -2.1          0.004            0.1            0.2            0.3            0.2            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.4            1.5            1.7            0.8            0.2            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7107.1        14202.1        21296.0        18496.4        22999.9        17096.3        13293.6        13284.4        15407.2        14107.2         7052.7         6970.4         6970.3         6970.3           30.1           50.9           71.8           87.3           65.8           38.5           23.0           15.2           12.9            3.0            0.6            0.5            0.5            0.5         6870.4        13740.4        20610.3        18250.2        22803.5        16985.3        13225.5        13225.3        15374.4        14089.8         7044.8         6969.0         6969.0         6969.0          206.6          410.8          614.0          158.9          130.6           72.5           45.1           44.0           19.9           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     23/02/2011           2011              2              70          0.000          0.000         12.100          9.480         34.939         41.175        218.894        304.488         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.4            0.4            0.4            0.4       4363.383       3209.764       1153.620              ?              ?          0.000              ?          0.000              ?            0.1            0.1            0.0            0.0            0.2            0.4            1.9            0.2            0.0            2.5            0.4            1.2            0.1            0.0            1.8            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.487            0.9            3.2            0.3            0.1            4.5         1152.5         3787.0         3210.9         6727.3        14877.6           52.0          124.3           25.5           16.7          218.4            1.3            4.1            2.3            1.3            9.0         1099.3         3658.6         3183.1         6709.3        14650.2            0.5            2.0            0.1            0.0            2.6           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.1            0.5            2.1            0.0           -0.0            2.5           -0.9           -1.9           -0.1           -0.0           -2.9          0.004            0.0            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.7            1.0            0.5            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7108.7        14205.4        21301.0        18504.8        22999.6        17096.2        13293.5        13284.3        15407.2        14107.1         7052.6         6970.4         6970.3         6970.3           29.7           50.2           70.8           86.1           65.5           38.5           23.0           15.1           12.9            2.9            0.6            0.5            0.5            0.5         6870.6        13740.8        20610.8        18250.9        22803.2        16985.0        13225.3        13225.1        15374.3        14089.7         7044.8         6969.0         6969.0         6969.0          208.4          414.5          619.4          167.8          130.9           72.7           45.2           44.1           20.0           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     24/02/2011           2011              2              71          0.000          0.000         12.100          9.084         33.618         40.462        217.487        300.650         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.4            0.4            0.4            0.4       4373.473       3227.065       1146.408              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.1            0.8            0.1            0.0            1.0            0.2            0.8            0.1            0.0            1.2            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.228            0.4            1.6            0.2            0.0            2.2         1152.9         3788.7         3210.9         6727.2        14879.7           52.3          126.0           25.5           16.7          220.5            1.2            4.1            2.3            1.3            8.9         1099.3         3658.7         3183.0         6709.3        14650.2            0.4            1.7            0.1            0.0            2.2           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.0            0.4            1.7            0.0           -0.0            2.1           -0.5           -1.6           -0.1           -0.0           -2.3          0.001            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.2            0.5            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7110.1        14208.3        21305.3        18512.2        22999.4        17096.1        13293.4        13284.1        15407.1        14107.0         7052.6         6970.4         6970.3         6970.3           29.5           49.7           70.0           85.4           65.3           38.4           22.9           15.1           12.9            2.9            0.5            0.5            0.5            0.5         6870.7        13741.1        20611.3        18251.5        22802.9        16984.8        13225.2        13224.9        15374.2        14089.6         7044.7         6969.0         6969.0         6969.0          209.9          417.5          624.0          175.2          131.2           72.9           45.3           44.1           20.0           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     25/02/2011           2011              2              72          0.000          0.000         12.100          8.447         31.686         39.258        215.687        295.078         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4407.177       3269.885       1137.292              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.0            0.1            0.0            0.0            0.1            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.957            0.0            0.1            0.0            0.0            0.2         1153.2         3790.2         3210.9         6727.2        14881.4           52.6          127.4           25.6           16.7          222.3            1.2            4.0            2.3            1.3            8.9         1099.3         3658.8         3183.0         6709.2        14650.3            0.3            1.4            0.0            0.0            1.8           -0.0           -0.0           -0.0           -0.0           -0.0            0.0            0.1           -0.0           -0.0            0.0            0.3            1.5           -0.0           -0.0            1.7           -0.3           -1.5           -0.2           -0.0           -2.1          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7111.4        14210.9        21309.0        18518.7        22999.3        17096.0        13293.3        13283.9        15407.1        14107.0         7052.5         6970.4         6970.3         6970.3           29.3           49.5           69.6           85.2           65.3           38.4           22.9           15.0           13.0            2.9            0.5            0.5            0.5            0.5         6870.9        13741.4        20611.7        18252.0        22802.5        16984.6        13225.0        13224.7        15374.1        14089.5         7044.7         6969.0         6969.0         6969.0          211.2          420.0          627.7          181.5          131.4           73.0           45.4           44.2           20.1           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     26/02/2011           2011              2              73          0.000          0.000         12.100          7.943         30.164         38.218        213.922        290.247         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4418.194       3293.746       1124.448              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.706            0.0            0.0            0.0            0.0            0.0         1153.2         3790.4         3210.8         6727.2        14881.6           52.6          127.5           25.6           16.7          222.5            1.2            4.1            2.3            1.3            9.0         1099.3         3658.8         3182.9         6709.2        14650.2           -0.0            0.1           -0.0           -0.0            0.1            0.0            0.1            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1            0.0            0.2           -0.0           -0.0            0.1           -0.0           -0.1           -0.0           -0.0           -0.1          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7111.8        14211.5        21310.0        18521.2        22999.6        17096.2        13293.4        13283.9        15407.2        14106.9         7052.5         6970.4         6970.3         6970.3           29.7           50.2           70.7           86.5           65.9           38.9           23.2           15.3           13.2            3.0            0.5            0.5            0.5            0.5         6870.9        13741.4        20611.7        18252.0        22802.2        16984.4        13224.8        13224.6        15374.0        14089.4         7044.6         6969.0         6969.0         6969.0          211.2          420.0          627.6          182.7          131.5           73.0           45.4           44.1           20.1           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     27/02/2011           2011              2              74          0.000          0.000         12.100          7.293         28.432         36.940        211.951        284.616         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4436.401       3321.694       1114.707              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.505            0.0            0.0            0.0            0.0            0.0         1153.2         3790.2         3210.8         6727.1        14881.2           52.6          127.3           25.5           16.7          222.1            1.3            4.1            2.4            1.3            9.1         1099.3         3658.7         3182.9         6709.1        14650.0           -0.1           -0.2           -0.0           -0.0           -0.3            0.0            0.0            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1           -0.1           -0.2           -0.0           -0.0           -0.3           -0.0           -0.0           -0.0            0.0            0.0          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7111.8        14211.5        21309.8        18522.0        23000.2        17096.5        13293.5        13283.9        15407.3        14106.8         7052.4         6970.4         6970.3         6970.3           30.0           50.9           71.7           87.7           66.9           39.4           23.5           15.4           13.4            3.0            0.5            0.5            0.5            0.5         6870.8        13741.3        20611.6        18251.8        22801.9        16984.2        13224.7        13224.4        15373.9        14089.3         7044.6         6969.0         6969.0         6969.0          210.9          419.3          626.6          182.5          131.3           72.9           45.3           44.1           20.1           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     28/02/2011           2011              2              75          0.000          0.000         12.100          6.942         27.349         35.974        210.153        280.417         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.3            0.3            0.4            0.4            0.4       4441.648       3340.357       1101.291              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.344            0.0            0.0            0.0            0.0            0.0         1153.1         3790.1         3210.8         6727.1        14881.0           52.5          127.2           25.5           16.7          221.9            1.3            4.2            2.4            1.3            9.2         1099.3         3658.7         3182.9         6709.1        14649.9           -0.1           -0.2           -0.0           -0.0           -0.3            0.0            0.0            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1           -0.1           -0.1           -0.0           -0.0           -0.3           -0.0           -0.0           -0.0            0.0            0.0          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7111.9        14211.6        21309.9        18522.9        23000.8        17096.8        13293.6        13283.9        15407.4        14106.8         7052.4         6970.4         6970.3         6970.3           30.4           51.6           72.7           89.0           67.9           40.0           23.8           15.6           13.5            3.0            0.5            0.5            0.5            0.5         6870.8        13741.2        20611.4        18251.7        22801.7        16983.9        13224.5        13224.2        15373.8        14089.2         7044.6         6969.0         6969.0         6969.0          210.7          418.8          625.7          182.3          131.2           72.8           45.3           44.0           20.0           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     01/03/2011           2011              3              76          0.100          0.000         12.200          6.626         26.342         34.936        208.311        276.215         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.3            0.3            0.3            0.4            0.4       4439.734       3340.311       1099.423              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.215            0.0            0.0            0.0            0.0            0.1         1153.0         3789.9         3210.7         6727.0        14880.7           52.4          127.0           25.5           16.7          221.6            1.3            4.2            2.4            1.3            9.3         1099.3         3658.7         3182.8         6709.0        14649.8           -0.1           -0.2           -0.0           -0.0           -0.3            0.0            0.0            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1           -0.1           -0.1           -0.0           -0.0           -0.3            0.0            0.0            0.0            0.0            0.1          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7112.0        14211.6        21309.8        18523.8        23001.4        17097.1        13293.8        13283.9        15407.4        14106.7         7052.3         6970.4         6970.3         6970.2           30.7           52.2           73.7           90.2           68.9           40.6           24.1           15.8           13.7            3.1            0.5            0.5            0.5            0.5         6870.8        13741.2        20611.3        18251.6        22801.4        16983.7        13224.4        13224.1        15373.7        14089.1         7044.5         6969.0         6969.0         6969.0          210.5          418.2          624.8          182.1          131.1           72.8           45.2           44.0           20.0           14.5            7.3            0.9            0.8            0.8
              5              2         autumn     02/03/2011           2011              3              77          1.300          0.000         13.500          7.352         26.690         34.647        206.969        275.658         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.3            0.3            0.4            0.4       4386.331       3289.072       1097.259              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.1            0.2            0.1            0.0            0.4            0.0            0.0            0.0            0.0            0.1            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.112            0.1            0.2            0.1            0.1            0.5         1153.0         3790.0         3210.7         6727.0        14880.7           52.4          127.0           25.5           16.7          221.6            1.3            4.3            2.5            1.3            9.4         1099.3         3658.7         3182.8         6709.0        14649.7           -0.0            0.0            0.0           -0.0           -0.0            0.0            0.1            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1           -0.0            0.1           -0.0           -0.0           -0.0            0.1            0.2            0.0            0.1            0.4          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7112.2        14212.1        21310.6        18525.8        23002.0        17097.3        13293.8        13283.9        15407.5        14106.7         7052.3         6970.4         6970.3         6970.2           31.1           53.0           74.9           91.6           69.8           41.0           24.4           16.1           13.9            3.1            0.5            0.5            0.5            0.5         6870.8        13741.1        20611.3        18251.5        22801.2        16983.5        13224.2        13223.9        15373.6        14089.1         7044.5         6969.0         6969.0         6969.0          210.3          418.0          624.4          182.7          131.1           72.8           45.3           44.0           20.0           14.5            7.3            0.9            0.8            0.8
