ApsimVersion = 7.7
Title = 19a) Simunye 1994-95 NCo376 1R Irrigation Treatment 1
                                         SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                                                     ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     31/08/1994        simunye        1994-95          1.000           1994            243             22          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          124.4            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        200.635          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     01/09/1994        simunye        1994-95          1.000           1994            244             23          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          125.2            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        201.906          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     02/09/1994        simunye        1994-95          1.000           1994            245             24          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          125.9            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        203.027          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     03/09/1994        simunye        1994-95          1.000           1994            246             25          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          126.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        204.015          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     04/09/1994        simunye        1994-95          1.000           1994            247             26          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.0            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        204.887          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     05/09/1994        simunye        1994-95          1.000           1994            248             27          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.5            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        205.655          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     06/09/1994        simunye        1994-95          1.000           1994            249             28          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           10.7            2.5            1.9            1.9            1.9            2.5            3.7            5.6            7.5            7.5            0.0         17.209          2.006          1.000          1.000          1.000          1.000          1.000          1.000          1.000          1.000          127.9            1.3            1.9            0.9            1.0            1.3            1.9            2.8            3.7            3.7        206.332          1.084          1.000          0.500          0.500          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          1.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     07/09/1994        simunye        1994-95          1.000           1994            250             29          alive              1          0.000            0.0         84.500          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           15.4            5.2            6.6            4.1            2.2            2.5            3.7            5.6            7.5            7.5            0.0         24.859          4.165          3.362          2.180          1.107          1.000          1.000          1.000          1.000          1.000          115.2            1.2            1.7            0.7            0.8            1.3            1.9            2.8            3.7            3.7        185.800          1.006          0.846          0.377          0.435          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     08/09/1994        simunye        1994-95          1.000           1994            251             30          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           26.8            5.1            6.6            4.8            2.8            2.5            3.8            5.6            7.5            7.5            0.0         43.299          4.074          3.400          2.517          1.433          1.000          1.000          1.000          1.000          1.000          103.9            1.0            1.3            0.6            0.6            1.2            1.9            2.8            3.7            3.7        167.621          0.818          0.675          0.295          0.319          0.500          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     09/09/1994        simunye        1994-95          1.000           1994            252             31          alive              1          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           36.8            5.1            6.7            5.0            3.3            2.5            3.8            5.6            7.5            7.5            0.0         59.277          4.125          3.426          2.632          1.700          1.002          1.000          1.000          1.000          1.000           94.1            0.8            1.1            0.4            0.5            1.2            1.9            2.8            3.7            3.7        151.785          0.655          0.540          0.233          0.232          0.498          0.500          0.500          0.500          0.500          0.000          0.000          0.000        450.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
