ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_K88_K88KCB
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI                                                                ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)                                                                 ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     25/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            8.8          0.000          1.000          2.919          0.000          0.000          0.000          0.000
     26/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            8.8          0.000          1.000          2.880          0.000          0.000          0.000          0.000
     27/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            8.3          0.000          1.000          2.900          0.000          0.000          0.000          0.000
     28/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            7.7          0.000          1.000          2.928          0.000          0.000          0.000          0.000
     29/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            7.2          0.000          1.000          2.919          0.000          0.000          0.000          0.000
     30/11/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            6.9          0.000          1.000          2.880          0.000          0.000          0.000          0.000
     01/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            6.5          0.000          1.000          2.933          0.000          0.000          0.000          0.000
     02/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.8          0.000          1.000          2.939          0.000          0.000          0.000          0.000
     03/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.5          0.000          1.000          2.949          0.000          0.000          0.000          0.000
     04/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.4          0.000          1.000          2.927          0.000          0.000          0.000          0.000
     05/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.3          0.000          1.000          2.893          0.000          0.000          0.000          0.000
     06/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.2          0.000          1.000          2.897          0.000          0.000          0.000          0.000
     07/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.4          0.000          1.000          2.863          0.000          0.000          0.000          0.000
     08/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.3          0.000          1.000          2.913          0.000          0.000          0.000          0.000
     09/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.3          0.000          1.000          2.919          0.000          0.000          0.000          0.000
     10/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.3          0.000          1.000          2.933          0.000          0.000          0.000          0.000
     11/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.3          0.000          1.000          2.917          0.000          0.000          0.000          0.000
     12/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.6          0.000          1.000          2.879          0.000          0.000          0.000          0.000
     13/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            5.8          0.000          1.000          2.925          0.000          0.000          0.000          0.000
     14/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            6.1          0.000          1.000          2.885          0.000          0.000          0.000          0.000
     15/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            6.4          0.000          1.000          2.872          0.000          0.000          0.000          0.000
     16/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            6.8          0.000          1.000          2.849          0.000          0.000          0.000          0.000
     17/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            7.2          0.000          1.000          2.833          0.000          0.000          0.000          0.000
     18/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            7.6          0.000          1.000          2.819          0.000          0.000          0.000          0.000
     19/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            7.9          0.000          1.000          2.808          0.000          0.000          0.000          0.000
     20/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            8.4          0.000          1.000          2.814          0.000          0.000          0.000          0.000
     21/12/1988               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 41933805803365978731470421200902664170392762908683682579480576.000            8.7          0.000          1.000          2.900          0.000          0.000          0.000          0.000
