ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_HE3_T2
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)          st(8)          st(9)         st(10)
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)
     09/01/1997              1              9     1.99900000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   123.30796100    88.06871800     0.00000000     1.00000000     3.67427000     0.00000000     0.00000000     0.00000000     0.00141100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    11.20000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    15.00000000        0.00779400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     2.15413700    -1.50019500    14.56623100    11.87681600    16.14034300     9.79730200     2.20140800     0.00000000    -0.27999900    -2.46400500    15.00000000    13.27117900     5.33063300     4.06512100     2.43816300     2.57050000     8.83650700    12.24278100    12.71400000    14.07890000    12.52093300     0.39845900     0.43500200     0.38716900     0.40061600     0.34929800     0.35101300     0.35899300     0.33000000     0.32140000     0.34232000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   123.30796100     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    39.84586300    43.50019500    77.43376900    80.12318400    69.85965700    70.20269800    71.79859200    66.00000000    64.27999900    68.46400500         0.00000000        0.00000000     0.00000000     0.00000000    16.50000000    23.05728100    22.77250100    22.21745100    21.68401900    21.17441400    20.69031100    20.23291000    19.80298200    19.40092700    19.02680800
     10/01/1997              2             10     2.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   118.46260800    88.07665300     0.00000000     1.00000000     3.62663200     0.00000000     0.00000000     0.00000000     0.00111200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    10.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    42.00000000        0.06110700        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     5.81789800    -0.48172000    13.95439100    11.94755600    16.08159600     9.79445600     2.20281200     0.00000000    -0.19599900    -1.78360000    42.00000000    13.25385600     5.16750700     4.16300600     2.46741300     2.60839400     8.88003300    12.28756700    12.71400000    14.10552600    12.42934100     0.36182100     0.42481700     0.39022800     0.40026200     0.34959200     0.35102800     0.35898600     0.33000000     0.32098000     0.33891800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   118.46260800     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    36.18210200    42.48172000    78.04560900    80.05244400    69.91840400    70.20554400    71.79718800    66.00000000    64.19599900    67.78360000         0.00000000        0.00000000     0.00000000     0.00000000    15.30000000    24.16426700    23.83418500    23.19318400    22.57983400    21.99612200    21.44349300    20.92288800    20.43482000    19.97941400    19.55645900
     11/01/1997              3             11     2.79750000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   115.41424600    87.96609500     0.00000000     1.00000000     3.59761900     0.00000000     0.00000000     0.00000000     0.02063200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     9.15000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.23809500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    69.00000000        0.16492600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     7.91553500     0.17489600    13.68795000    12.01486200    16.02372000     9.79145800     2.20420800     0.00000000    -0.13719900    -1.28968000    69.00000000    13.20631500     4.99559500     4.19950200     2.48118200     2.63390600     8.91288000    12.32321900    12.71400000    14.13086500    12.36863000     0.34084500     0.41825100     0.39156000     0.39992600     0.34988100     0.35104300     0.35897900     0.33000000     0.32068600     0.33644800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   115.41424600     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    34.08446500    41.82510400    78.31205000    79.98513800    69.97628000    70.20854200    71.79579200    66.00000000    64.13719900    67.28968000         0.00000000        0.00000000     0.00000000     0.00000000    14.45000000    25.10613400    24.73808700    24.02508400    23.34479500    22.69899200    22.08888800    21.51520200    20.97820700    20.47779500    20.01352300
     12/01/1997              4             12     3.00000000    20.00000000     2.99800000     2.00000000     0.99800000     1.00000000     1.00000000     0.00000000     0.00000000     0.03550000     0.05546000     0.01996000     0.00300000     0.03250000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.00000000     0.00200000     0.00000000   113.04065700    87.56438400     1.50000000     1.00000000     3.57542500     2.00000000     0.00000000     0.00000000     0.07877700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.02250000     0.00000000     0.00000000      0.00000000     0.00000000     9.70000000     0.00200000     0.00004000     0.00004000     0.00200000     0.00000000     0.00000000     0.14492800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    96.00000000        0.31925200        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.02250000     0.02250000     0.02250000     0.00000000     9.51070800     0.64485900    13.59069100    12.08011600    15.96669000     9.78830700     2.20559700     0.00000000    -0.09603900    -0.93158700    96.00000000    12.93502900     4.85047100     4.16780700     2.48130900     2.64811100     8.93562400    12.35003600    12.71400000    14.15321200    12.32878400     0.32489300     0.41355100     0.39204700     0.39959900     0.35016700     0.35105800     0.35897200     0.33000000     0.32048000     0.33465800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50000000     0.04500000   113.04065700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    32.48929200    41.35514100    78.40930900    79.91988400    70.03331000    70.21169300    71.79440300    66.00000000    64.09603900    66.93158700         0.02250000        0.00000000     0.00080000     0.00080000    15.00000000    25.75388300    25.35945900    24.59636500    23.86944000    23.18032600    22.53010600    21.91935200    21.34819000    20.81636200    20.32326700
     13/01/1997              5             13     3.14090000    20.14953000     3.02591000     2.01495000     1.01095700     1.01486400     1.00008900     0.00000000     0.00000000     0.04885600     0.06877600     0.01992000     0.00849800     0.04035800     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.23658500     0.00658600     0.00000000   111.06474300    87.21273800     1.29030600     1.00000000     3.55675100     6.58622100     0.00000000     0.02990600     0.18366900     0.01199500     0.01495300     0.00458600     0.00000000     0.00549800     0.00785800     0.00000000     0.00000000      0.00549800     0.00000000     9.25000000     0.00399600     0.00008000     0.00008000     0.00399600     0.00000000     0.00000000     0.10416700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   123.00000000        0.44951500        0.04777600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00182800     0.01335600     0.01335600     0.03585600     0.00182800    10.83881400     1.07376900    13.51435100    12.14351700    15.91049200     9.78501100     2.20697800     0.00000000    -0.06723000    -0.67227900   123.00000000    12.76850400     4.71637900     4.12214500     2.44548000     2.65298600     8.94962700    12.36897000    12.71400000    14.17183700    12.30281400     0.31159400     0.40926200     0.39242800     0.39928200     0.35044800     0.35107500     0.35896500     0.33000000     0.32033600     0.33336100     0.00182800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50142100     0.02663600   111.06474300     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    31.15935900    40.92623100    78.48564900    79.85648300    70.08950800    70.21498900    71.79302200    66.00000000    64.06723000    66.67227900         0.01328000        0.00007600     0.00263100     0.00263100    14.55000000    26.09246100    25.68400800    24.89411200    24.14206300    23.42950100    22.75748400    22.12654900    21.53677600    20.98784600    20.47909700
     14/01/1997              6             14     3.21940000    20.92266700     3.17851500     2.09227000     1.08624900     1.09147500     1.00079200     0.00000000     0.00000000     0.05834500     0.07822500     0.01988000     0.01424200     0.04410200     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.46219500     0.01103300     0.00000000   109.34819800    86.90461700     1.29087700     1.00000000     3.54035400    11.03307600     0.00000000     0.15462700     0.24666500     0.06840700     0.07731400     0.00444700     0.00000000     0.00574400     0.00374400     0.00000000     0.00000000      0.00574400     0.00000000     7.85000000     0.00601800     0.00012000     0.00012000     0.00601800     0.00000000     0.00000000     0.08130100     0.08130100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   150.00000000        0.56568500        0.16583100        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.01279600     0.00948800     0.00948800     0.04534500     0.01279600    11.99932100     1.46535500    13.45582600    12.20523800    15.85510300     9.78157000     2.20835100     0.00000000    -0.04705800    -0.48471100   150.00000000    12.67102200     4.58255700     4.08076000     2.40745500     2.63976000     8.95654700    12.38100000    12.71400000    14.18610700    12.28540500     0.29988600     0.40533900     0.39272100     0.39897400     0.35072400     0.35109200     0.35895800     0.33000000     0.32023500     0.33242400     0.01208000     0.00071600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.51413000     0.01845500   109.34819800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    29.98860000    40.53392800    78.54417400    79.79476200    70.14489700    70.21843000    71.79164900    66.00000000    64.04705800    66.48471100         0.00896700        0.00052200     0.00440400     0.00440400    13.15000000    25.51254100    25.12690400    24.37955500    23.66631700    22.98923300    22.34972400    21.74864000    21.18634800    20.66277300    20.17746700
     15/01/1997              7             15     3.29890000    22.32903700     3.45761700     2.23290000     1.22471300     1.23033000     1.00257300     0.00000000     0.00000000     0.06583200     0.08567200     0.01984000     0.02003100     0.04580100     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.65365900     0.01536000     0.00000000   107.81130200    86.62896000     1.30410700     1.00000000     3.52553300    15.35981200     0.00000000     0.28127400     0.35339200     0.12329800     0.14063700     0.00432700     0.00000000     0.00578800     0.00169900     0.00000000     0.00000000      0.00578800     0.00000000     7.95000000     0.00819000     0.00016000     0.00016000     0.00819000     0.00000000     0.00000000     0.06666700     0.06666700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   177.00000000        0.67916400        0.33945400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.02859000     0.00748700     0.00748700     0.05283200     0.02859000    13.05166800     1.82435200    13.41256000    12.26544200    15.80050700     9.77799200     2.20970900     0.00000000    -0.03294400    -0.34918200   177.00000000    12.61038400     4.45326400     4.04212100     2.37251900     2.61840700     8.95864400    12.38823300    12.71400000    14.19721500    12.27416700     0.28928000     0.40167400     0.39293700     0.39867300     0.35099700     0.35111000     0.35895100     0.33000000     0.32016500     0.33174600     0.02033700     0.00825300    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.53507300     0.01399300   107.81130200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    28.92799400    40.16739700    78.58744000    79.73455800    70.19949300    70.22200800    71.79029100    66.00000000    64.03294400    66.34918200         0.00650600        0.00098200     0.00612500     0.00612500    13.25000000    25.22509200    24.85129200    24.12577200    23.43217100    22.77281200    22.14936400    21.56289900    21.01396200    20.50264500    20.02863700
     16/01/1997              8             16     3.37140000    24.22558200     3.83447600     2.42256000     1.41191800     1.41692300     1.00563500     0.00000000     0.00000000     0.07255800     0.09235900     0.01980100     0.02626600     0.04629200     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.84756100     0.02037700     0.00000000   131.37542700    86.33412900     1.28897400     1.00000000     3.71714600    20.37715900     0.00000000     0.37930900     1.22158900     0.17762800     0.18965400     0.00501700     0.00000000     0.00623500     0.00049100     0.00000000     0.00000000      0.00623500     0.00000000     7.25000000     0.01064000     0.00019900     0.00019900     0.01064000     0.00000000     0.00000000     0.05649700     0.05649700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   204.00000000        0.79111100        0.55304200        0.00228000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.03305300     0.00672600     0.00672600     0.05955800     0.03305300     1.83279800    -1.71969200     4.59996800    12.22161100    15.74589500     9.77426900     2.21106000     0.00000000    -0.02306400    -0.25134300   204.00000000     9.71122200     5.92515200     5.22314300     2.34580500     2.59822200     8.95068100    12.39200400    12.71400000    14.20622300    12.26767800     0.40144600     0.43709200     0.43700000     0.39889200     0.35127100     0.35112900     0.35894500     0.33000000     0.32011500     0.33125700     0.02259800     0.01045600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.52708000     0.01276100   131.37542700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    40.14460400    43.70923600    87.40003200    79.77838900    70.25410500    70.22573100    71.78894000    66.00000000    64.02306400    66.25134300         0.00603500        0.00069100     0.00811800     0.00811800    12.55000000    24.99145100    24.67052700    24.04417800    23.44046600    22.86134700    22.30833100    21.78252600    21.28468100    20.81521800    20.37427100
     17/01/1997              9             17     3.49111900    26.93857900     4.37425200     2.69386000     1.68039400     1.68277800     1.01108000     0.00000000     0.00000000     0.07918200     0.09894400     0.01976100     0.03289000     0.04629200     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.02439000     0.02554000     0.00000000   126.95729100    86.04205300     1.28777400     1.00000000     3.67078900    25.54041800     0.00000000     0.54260000     1.53914500     0.21917900     0.27130000     0.00516300     0.00000000     0.00662500     0.00000000     0.00000000     0.00000000      0.00662500     0.00000000    11.97193000     0.01346400     0.00023900     0.00023900     0.01346400     0.00000000     0.00000000     0.04902000     0.04902000     0.09803900     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   231.00000000        0.90209500        0.70269200        0.05157800        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.06027800     0.00662500     0.00662500     0.06618200     0.06027800     5.70751200    -0.76818500     4.19427500    12.17172200    15.69122300     9.77040900     2.21240200     0.00000000    -0.01614400    -0.18078600   231.00000000     9.67220700     5.70379600     5.24692900     2.31998200     2.57836800     8.93637900    12.39295900    12.71400000    14.21328100    12.26414800     0.36262800     0.42737600     0.43902900     0.39914100     0.35154400     0.35114800     0.35893800     0.33000000     0.32008100     0.33090400     0.02969600     0.03057700     0.00000500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.54999300     0.01204500   126.95729100     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    36.26279100    42.73760600    87.80571700    79.82827800    70.30877700    70.22959100    71.78759800    66.00000000    64.01614400    66.18078600         0.00542000        0.00120400     0.01016400     0.01016400    17.35000000    25.66282700    25.31563200    24.63908600    23.98827400    23.36509700    22.77099600    22.20699900    21.67375200    21.17157400    20.70047800
     18/01/1997             10             18     3.59361900    28.44821600     4.67281900     2.84482000     1.82799700     1.83011900     1.01470300     0.00000000     0.00000000     0.08970400     0.10942500     0.01972200     0.04341100     0.04629200     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.31638900     0.03589200     0.00000000   124.36425800    85.72602800     1.20951800     1.00000000     3.64403100    35.89155100     0.00000000     0.30192700     1.70856700     0.12197000     0.15096400     0.01035100     0.00000000     0.01052100     0.00000000     0.00000000     0.00000000      0.01052100     0.00000000    10.25000000     0.01682400     0.00027800     0.00027800     0.01682400     0.00000000     0.00000000     0.04329000     0.04329000     0.08658000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   258.00000000        1.00000000        0.83965700        0.13785500        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00487200     0.01052100     0.01052100     0.07670400     0.00487200     7.85801700    -0.10467900     4.08155800    12.12058300    15.63647500     9.76640300     2.21373700     0.00000000    -0.01129900    -0.12994400   258.00000000     9.62286400     5.51379400     5.22786900     2.29634500     2.55991800     8.92300800    12.38782300    12.71400000    14.21831700    12.26208900     0.34139900     0.42101900     0.43959200     0.39939700     0.35181800     0.35116800     0.35893100     0.33000000     0.32005600     0.33065000     0.00207800     0.00273600     0.00005800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50227600     0.02094700   124.36425800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    34.13990400    42.10194400    87.91838100    79.87941700    70.36352500    70.23359700    71.78626300    66.00000000    64.01129900    66.12994400         0.01042600        0.00009500     0.01425400     0.01425400    15.55000000    25.55577300    25.21185700    24.54112400    23.89529800    23.27645300    22.68617800    22.12562000    21.59553300    21.09631500    20.62805400
